('action_bottom', 'auditory_top')	('action_top', 'auditory_top')	('action_bottom', 'auditory_bottom')	('action_top', 'auditory_bottom')	average_similarity	average_std
Plagiator	Anschlag	Gürtelrose	Ellbogen	0.7313421062449832	0.13711102815573392	
Plagiator	Klopfen	Kleinhirn	Abrollen	0.731212724792714	0.12225228852168743	
Extremist	Anschlag	Kartell	Abrollen	0.7311271249873909	0.11199569846408323	
Protestler	Klöppel	Wurmfortsatz	Fausthieb	0.7306966825769453	0.0838917439328642	
Sprechanlage	Klopfen	Rauhfaser	Schrubber	0.7306197975748544	0.11761909247212461	
Monolog	Klopfen	Harnröhre	Bolzen	0.7305018174923524	0.23452389850703814	
Kanzlerin	Vibrieren	Fototermin	Knobeln	0.7300537655907825	0.122653941250641	
Bauchredner	Schlagstock	Tentakel	Fausthieb	0.7296975002477549	0.08614682413763632	
Tonband	Klaviatur	Rinne	Werkstück	0.7295967196059668	0.21208297364966777	
Gezwitscher	Klopfen	Sümmchen	Schrubber	0.7291603463471232	0.08597917824251117	
Anführer	Anschlag	Tunnel	Bolzen	0.7288371930407131	0.09597658886397058	
Gitarrist	Hämmern	Harnröhre	Ellbogen	0.7281746830379402	0.1310474392235958	
Beitrag	Vibrieren	Antlitz	Einrad	0.7281417746486362	0.07533496041687873	
Mitschnitt	Motorsäge	Lippenstift	Fausthieb	0.7279546571886586	0.12404043163984814	
Vorfall	Hämmern	Blase	Bolzen	0.7277023542920067	0.13272312558922775	
Pauke	Klopfen	Hirnstamm	Bolzen	0.7274513018748122	0.1901006371599436	
Trommler	Taktstock	Rille	Bügel	0.7273592573767566	0.16628587796921976	
Clown	Motorsäge	Reklametafel	Handkarren	0.7267612306016099	0.17822767361195418	
Protestler	Hämmern	Rachenraum	Stichsäge	0.7262712598093777	0.1135538284378477	
Bauchredner	Klöppel	Tragfläche	Fußgelenk	0.726259645342831	0.16481204162323668	
Pfiff	Tanz	Kegel	Kicks	0.7261407957212477	0.038359958568079125	
Extremist	Hämmern	Auswuchs	Ellbogen	0.7258853926592184	0.16891901399555628	
Clown	Schlagstock	Halsband	Zaumzeug	0.7257037111806061	0.12458794451287532	
Würger	Motorsäge	Wasserkopf	Beschlag	0.7256092774359137	0.19193234553409538	
Lautsprecher	Taktstock	Birkenstock	Gurt	0.7255495105774737	0.16600157169038404	
Holzbläser	Klaviatur	Membrane	Befestigung	0.7253611402279806	0.097343529982357	
Plagiator	Hämmern	Münzstätte	Abrollen	0.725240743597022	0.08724208455322013	
Hooligan	Schlag	Nacken	Ellbogen	0.7251628094763931	0.10622401626042652	
Vogel	Motorsäge	Helm	Pinzette	0.7248157181402091	0.1858839456588534	
Plagiator	Hämmern	Haubitze	Abrollen	0.724657690562255	0.132411861615256	
Pauker	Anschlag	Bluter	Widerhaken	0.7244030417768917	0.13343708952498448	
Anführer	Fußtritt	Klitoris	Karabiner	0.724231874091001	0.11887026913199863	
Aufzug	Tanz	Dicke	Gurt	0.7241347983671895	0.007666548164998146	
Vogel	Motorsäge	Frontscheibe	Handtasche	0.7238619205627229	0.13023322798272172	
Extremist	Anschlag	Geißel	Abrollen	0.7236154428905021	0.09582334015420996	
Hooligan	Anschlag	Zecke	Bolzen	0.7236008053245655	0.06196523064264358	
Clown	Schlag	Bauch	Zange	0.723588586793893	0.15532668752404225	
Pfiff	Schlag	Fackel	Hacke	0.723580293568475	0.11205780021523279	
Bombenleger	Schlagstock	Schandfleck	Karabiner	0.7233499776212157	0.1142141515353523	
Sprechanlage	Schlagwerk	Starterin	Bolzen	0.7228794695937943	0.12154382531635541	
Sprachrohr	Vibrieren	Fahrstreifen	Befestigung	0.722783007713914	0.11954906880112127	
Feuerwerker	Vibrieren	Birkenstock	Fixieren	0.7227260964376598	0.16834617680350922	
Schwalbe	Vibrieren	Leopard	Paddel	0.7223336120115803	0.11543282338918505	
Wärter	Anschlag	Zwinger	Abrollen	0.72215142808718	0.12919909040272	
Musikbox	Rohrstock	Schlafmütze	Fingernagel	0.7221500529813151	0.04937840045910465	
Schmierfink	Hämmern	Randstein	Stichsäge	0.7219341853463869	0.04824590002605016	
Amokläufer	Anschlag	Kadaver	Widerhaken	0.7216816239555187	0.11971825027781278	
Amokläufer	Schlagstock	Maisfeld	Karabiner	0.7215626981633904	0.10529219678805044	
Beitrag	Vibrieren	Viereck	Weben	0.721492217977799	0.11722954193977433	
Beitrag	Tanz	Dreieck	Accessoire	0.7214549325962073	0.06928098412291014	
Schwalbe	Taktstock	Sockel	Paddel	0.7208334954459303	0.10907336207084443	
Ohrenzeuge	Motorsäge	Wasserkopf	Fußknöchel	0.7207268384292821	0.12292672221287707	
Extremist	Anschlag	Vorhaut	Ellbogen	0.7206899536321001	0.09372970973433263	
Würger	Rohrstock	Eisenhut	Fausthieb	0.7201988433722688	0.03163041488416062	
Vogel	Schlagstock	Turban	Zaumzeug	0.7199977111140115	0.1354905169959082	
Würger	Schlagstock	Pfahl	Säbel	0.7199840414194876	0.11115309143035117	
Beitrag	Taktstock	Dach	Hand	0.7199760710396245	0.10195577942400987	
Grunzen	Klopfen	Bluter	Bolzen	0.7199569091168404	0.23641742893896533	
Schrei	Schlag	Loch	Knie	0.7198964007045395	0.10344858529393329	
Aufschrei	Schlag	Bluter	Abrollen	0.7197803540151888	0.15031254639534594	
Ohrenzeuge	Klöppel	Brandmauer	Bolzen	0.7196163693511074	0.09605073128872628	
Beitrag	Tanz	Platz	Möbel	0.7195872975036091	0.0689561411464582	
Recorder	Klaviatur	Router	Montieren	0.7194929904142899	0.15298232098182274	
Monolog	Hämmern	Kehle	Stichsäge	0.719204674332684	0.23964952472147766	
Schreihals	Klopfen	Schnellbahn	Abrollen	0.7190880838569585	0.08566851793716351	
Brecher	Anschlag	Rachen	Widerhaken	0.719077739399158	0.09589378946711666	
Vogel	Taktstock	Schriftzug	Bürste	0.7184664371836558	0.10736619953979495	
Hooligan	Schlagstock	Brustwarze	Widerhaken	0.7180860194362787	0.0765856242474503	
Sandmännchen	Taktstock	Rosenstock	Schreibfeder	0.7179270768111151	0.14416968603069924	
Musikbox	Motorsäge	Tatze	Schnürsenkel	0.7177502605177516	0.1171720459154491	
Reporter	Schlagstock	Kopftuch	Strick	0.7174130341967482	0.0852504809416079	
Mitschnitt	Klatschen	Starterin	Befestigen	0.7174023163155306	0.11822282671382416	
Beitrag	Vibrieren	Nachbild	Knobeln	0.7173814682568128	0.11600318337656569	
Fernsprecher	Schlagwerk	Drehgestell	Werkstück	0.717350681706626	0.1805936647039881	
Clown	Schlagstock	Larve	Strick	0.7171549503829674	0.0954434184258178	
Vorfall	Fußtritt	Auswuchs	Widerhaken	0.7170955855291744	0.13973087553991756	
Sprechchor	Schlagwerk	Hirnstamm	Stichsäge	0.717017308342177	0.2471809189835861	
Pauker	Klopfen	Verlies	Abrollen	0.7169940691004489	0.19474692743366687	
Hooligan	Vibrieren	Visier	Aufhängen	0.7168761042827491	0.06286846311986817	
Clown	Schlagstock	Kragen	Ballen	0.7166168231047525	0.1496526479661308	
Vogel	Schlagstock	Helm	Hantel	0.7164787256806747	0.11610708387805672	
Bauchredner	Motorsäge	Nachthemd	Schnürsenkel	0.7162799999021909	0.1852074214669763	
Hooligan	Motorsäge	Maisfeld	Abrollen	0.7161776734530233	0.09984025490570543	
Extremist	Hämmern	Gürtelrose	Widerhaken	0.7160091277322264	0.130521160194598	
Clown	Schlagstock	Mütze	Schnur	0.7159447097232804	0.18657967008819104	
Trauergast	Hämmern	Stammheimer	Stichsäge	0.7159391683380508	0.1407174556368021	
Reporter	Motorsäge	Mauer	Messer	0.7158569602510596	0.14750064615801614	
Reporter	Rohrstock	Felsbrocken	Fußknöchel	0.7158495422015204	0.07501663051680532	
Wärter	Hämmern	Zyste	Abrollen	0.7157152857246812	0.10021866045567505	
Aufzug	Klöppel	Amulett	Paddel	0.7156351659605673	0.1279043873002363	
Bauchredner	Rohrstock	Fangzahn	Lidschlag	0.7154487834993609	0.04327816324599516	
Besetzer	Fußtritt	Auswuchs	Karabiner	0.7154326612464924	0.1337682224505642	
Sirene	Klatschen	Natter	Kicks	0.715337297876208	0.19676336570259542	
Brecher	Klöppel	Hochstraße	Abrollen	0.7152758560987055	0.0696919060805152	
Protestler	Fußtritt	Brustwehr	Stichsäge	0.715233687547944	0.04491643183058	
Hahnenschrei	Streicheln	Hexenschuß	Aufhängen	0.7151075765144683	0.121923358943246	
Ventil	Hämmern	Kiefer	Bolzen	0.7150491686769209	0.18428721436096523	
Ohrwurm	Klopfen	Zwerchfell	Gurt	0.7145940462220847	0.1330419166013145	
Gitarrist	Hämmern	Oberhaut	Abrollen	0.7144802586408868	0.06739895777539251	
Liederhalle	Nachschlag	Starterin	Steigeisen	0.7144751244370385	0.07334845691936358	
Reporter	Schlagstock	Augenbraue	Ellbogen	0.7144570332617276	0.1451549166076264	
Bauchredner	Motorsäge	Wasserkopf	Karabiner	0.7143570446951296	0.08446478938385554	
Schmierfink	Hämmern	Schleppnetz	Stichsäge	0.7141631211302609	0.13091879568509313	
Ohrwurm	Klopfen	Nautilus	Kicks	0.7138640570383775	0.2005227806084087	
Sandmännchen	Tanz	Fontäne	Einrad	0.7138254266708911	0.1167906410514265	
Ohr	Klöppel	Boot	Griff	0.7136708155017842	0.082813295795086	
Clown	Fußtritt	Skelett	Fausthieb	0.7134695496742521	0.10561721652952549	
Reporter	Schlagstock	Spiegel	Ball	0.7134217712015883	0.19392817290058603	
Würger	Fußtritt	Schädel	Säbel	0.7132586205893438	0.10099209972369484	
Sandmännchen	Streicheln	Rennpferd	Liegestütze	0.7131806370278061	0.09788443221221839	
Autokolonne	Rohrstock	Radrennbahn	Abrollen	0.7128579384780332	0.1304451872013379	
Extremist	Anschlag	Asbest	Abrollen	0.7127403515372098	0.12766040811099094	
Vogel	Klöppel	Nacken	Daumen	0.7126917077093614	0.1198929911555084	
Amokläufer	Schlag	Kaliber	Widerhaken	0.7125607408742161	0.029464446307326975	
Bombenleger	Hämmern	Unterleib	Bolzen	0.7125220650918501	0.16310135154672212	
Aufschrei	Anschlag	Mutterleib	Widerhaken	0.7123942661835169	0.10602206534341206	
Aufzug	Fußtritt	Stirn	Knie	0.71239124927449	0.19016738479522816	
Wärter	Klopfen	Asbest	Bolzen	0.7122933423801795	0.1296684056324556	
Musikbox	Rohrstock	Turban	Zaumzeug	0.7121781976032434	0.12280354152301343	
Hooligan	Anschlag	Skorpion	Fausthieb	0.7121761251424236	0.10068083605417955	
Radio	Tanz	Pool	Kicks	0.7121014286425109	0.06959607259729188	
Protestler	Hämmern	Zirrhose	Abrollen	0.7119369305977732	0.12603776781085652	
Musikbox	Klöppel	Fußspur	Bügeleisen	0.7118779844459171	0.11764644528140204	
Spaßmacher	Vibrieren	Schnellbahn	Aufhängen	0.7115096009108929	0.1693563279925406	
Autokolonne	Anschlag	Wurmfortsatz	Widerhaken	0.7114646704918877	0.10298285388816814	
Clown	Schlag	Tatze	Hacke	0.7113445120301211	0.09721617390938268	
Tohuwabohu	Streicheln	Goldfinger	Widerhaken	0.7112189260634713	0.0800285722798312	
Recorder	Vibrieren	Treppchen	Fixieren	0.7109962812553213	0.20758710859070695	
Clown	Motorsäge	Bauch	Griff	0.7109165151619815	0.1090942306012371	
Musikbox	Taktstock	Kofferraum	Bügeleisen	0.7108945439954951	0.11392018683944673	
Vogel	Taktstock	Brille	Stange	0.7106926707720674	0.10434968670975718	
Clown	Motorsäge	Nachthemd	Strickjacke	0.7104558660757286	0.17627361683207673	
Hahnenschrei	Klatschen	Stachel	Widerhaken	0.7101720787098099	0.11542573872178262	
Würger	Klöppel	Wasserkopf	Fußknöchel	0.709853271393028	0.17425125327224894	
Amokläufer	Fußtritt	Tentakel	Karabiner	0.7097775920987309	0.14143264365766	
Sandmännchen	Tanz	Goldene	Einrad	0.7097391546919253	0.051243912879332984	
Schrei	Klopfen	Visier	Aufhängen	0.7095803490995712	0.1331144554109058	
Schmierfink	Schlagstock	Schlangenbiß	Widerhaken	0.7095381485855242	0.12144069224312323	
Würger	Fußtritt	Nacken	Ellbogen	0.7094618939338454	0.10129922961723577	
Clown	Schlagstock	Felsblock	Lidschlag	0.7092609532296673	0.06075597798175376	
Plagiator	Hämmern	Schnellbahn	Abrollen	0.7091801935174994	0.14579448514968932	
Schrei	Fußtritt	Bauch	Haken	0.7090223187692861	0.13965404367532638	
Sprechchor	Schlagwerk	Brustwehr	Stichsäge	0.7089208634132453	0.03098297122293831	
Songtext	Nachschlag	Starterin	Karabiner	0.7087977282106174	0.08616055399618881	
Amokläufer	Hämmern	Hexenschuß	Karabiner	0.7086361166712294	0.1479575079431332	
Recorder	Vibrieren	Treppchen	Befestigen	0.7083715146951111	0.2340796121988079	
Brecher	Hämmern	Harnleiter	Stichsäge	0.7081944106686228	0.10485448181278895	
Reporter	Schlagstock	Gesicht	Handtasche	0.7081281351760528	0.16103986396922912	
Kanzlerin	Tanz	Diamant	Knobeln	0.7077723034112896	0.11209722270641277	
Extremist	Anschlag	Phalanx	Ellbogen	0.707654263970646	0.11617621160438826	
Reporter	Fußtritt	Bauch	Zange	0.7076129186590127	0.09650579844875151	
Klingelton	Streicheln	Stachel	Widerhaken	0.7075965808965127	0.0954087554780536	
Saal	Tanz	Fernrohr	Accessoire	0.7075739551539072	0.08210891764935409	
Piepser	Klopfen	Rauhfaser	Schrubber	0.7075304127479806	0.19082051131236596	
Anführer	Fußtritt	Geißel	Säbel	0.7075194126976606	0.10383212851917374	
Anführer	Motorsäge	Hämatom	Säbel	0.7074851220012381	0.11012163100294083	
Telegraf	Vibrieren	Inkubator	Paddel	0.707253194109802	0.105752821454992	
Grunzen	Hämmern	Zwerchfell	Karabiner	0.7072017005427367	0.10930763274282759	
Megaphon	Klopfen	Luftblase	Hacke	0.7071350985072717	0.1405282802712789	
Vorfall	Anschlag	Tumor	Abrollen	0.7070660273972381	0.12025365832320932	
Bauchredner	Rohrstock	Beuteltier	Widerhaken	0.7068719632034647	0.07935313108422651	
Brecher	Rohrstock	Schal	Beschlag	0.7068348304419171	0.1920509217860709	
Schächter	Hämmern	Wagenlenker	Abrollen	0.7066803730569591	0.1349819224665642	
Besetzer	Hämmern	Abhang	Abrollen	0.7065389134426064	0.13593542429037245	
Jingle	Tanz	Cabrio	Einrad	0.7064649491724054	0.07708764904547714	
Gerichtssaal	Anschlag	Kavallerie	Aufhängen	0.7063686690847483	0.11431275241686936	
Reporter	Schlagstock	Hinterleib	Kniescheibe	0.7063363932449719	0.12856657620510076	
Schreihals	Rohrstock	Galgen	Schere	0.7060581885778542	0.13493228706156393	
Brecher	Schlagstock	Geschwür	Lidschlag	0.7057368052405932	0.11643802948137258	
Extremist	Anschlag	Infarkt	Abrollen	0.7049803287758752	0.12712015691764347	
Hooligan	Hämmern	Blase	Ellbogen	0.7049589250694837	0.07362036445217127	
Augenzeuge	Hämmern	Kartell	Widerhaken	0.7049245062371631	0.1518189114132596	
Protestler	Fußtritt	Galgen	Widerhaken	0.7047621060538365	0.1354097161653851	
Pfiff	Tanz	Tropf	Kicks	0.7047012763916675	0.10313312464498732	
Bauchredner	Schlagstock	Wandschrank	Fingernagel	0.7043692064080399	0.2233094017379218	
Vogel	Schlagstock	Helm	Rucksack	0.7043545345711726	0.21821741363448519	
Spaßmacher	Klatschen	Goldfinger	Zange	0.7040689511546058	0.1148676663816582	
Zeichentrick	Klatschen	Zwischenstop	Montieren	0.7040602226489289	0.12083044698556415	
Amokläufer	Schlagstock	Ladenhüter	Aufhängen	0.7040282883128747	0.05816065781388558	
Krachen	Anschlag	Hoden	Schere	0.703907735280677	0.1034556926769916	
Autokolonne	Hämmern	Rollbahn	Abrollen	0.7039031237882791	0.15640901562759918	
Sirene	Streicheln	Goldfinger	Aufhängen	0.7038988351675934	0.09553165379561299	
Protestler	Anschlag	Beule	Bolzen	0.703833332183982	0.11796826109312632	
Vorfall	Fußtritt	Zecke	Fausthieb	0.7035497551041984	0.07168446034254275	
Ohrenzeuge	Motorsäge	Bohrturm	Lidschlag	0.7030983107015341	0.09102635486074775	
Amokläufer	Hämmern	Gefechtskopf	Aufhängen	0.7030639033946606	0.058356937405549	
Showmaster	Vibrieren	Sonnenbank	Accessoire	0.7030183414970067	0.1718842772715018	
Krachen	Nachschlag	Hoden	Karabiner	0.7027715214100329	0.1418424393328572	
Vogel	Motorsäge	Frontscheibe	Radiergummi	0.7027567716588017	0.16321256983566568	
Musikbox	Taktstock	Halsband	Hantel	0.7026802158334529	0.11931896094855596	
Brecher	Schlagstock	Buckel	Ellbogen	0.7025134250848413	0.12623710331040927	
Reporter	Rohrstock	Skelett	Säbel	0.702364467700499	0.07531603537258755	
Amokläufer	Schlag	Auswuchs	Aufhängen	0.7018285669595244	0.11099920555501884	
Krachen	Anschlag	Stachel	Widerhaken	0.7017774829724357	0.14917175922125972	
Monolog	Anschlag	Harnröhre	Karabiner	0.7017149332313085	0.14125913720191494	
Grunzen	Hämmern	Zwerchfell	Widerhaken	0.7016604722318932	0.23662957810141147	
Vogel	Taktstock	Schnurrbart	Handfläche	0.7015309061025246	0.17780135751362736	
Klingelton	Nachschlag	Talisman	Kicks	0.7014943755341165	0.21382392900068561	
Vogel	Rohrstock	Kapuze	Strick	0.7014562881544425	0.2123356666418382	
Reporterin	Schlagstock	Schnauzbart	Spitzhacke	0.7013344040304617	0.059057901739552575	
Würger	Motorsäge	Natter	Widerhaken	0.700825590193258	0.08581950799636791	
Extremist	Klopfen	Klitoris	Karabiner	0.7007802325483136	0.13805631328013088	
Musikbox	Taktstock	Reflektor	Fingerkuppe	0.7005869808342986	0.1650656999291304	
Brecher	Anschlag	Geschwür	Widerhaken	0.7005356740704811	0.12385588706048177	
Pfiff	Tanz	Kobra	Hacke	0.7004862933110193	0.1853714694369674	
Spruch	Tanz	Deck	Gurt	0.7003900215302828	0.11976180026128959	
Clown	Schlagstock	Asphalt	Säbel	0.7003739236248924	0.049976652549808646	
Anführer	Fußtritt	Visier	Bolzen	0.7001812141824165	0.09448846674010818	
Ohrenzeuge	Rohrstock	Bauchfell	Fußknöchel	0.7001175535795191	0.06361412611439073	
Protestler	Hämmern	Verdickung	Stichsäge	0.6999130033847253	0.10187846294844326	
Aufzug	Tanz	Wolke	Ball	0.6997843365915349	0.07826295094271615	
Fernsprecher	Klaviatur	Dachrinne	Keilriemen	0.6997278781014441	0.16686721334683985	
Ohrenzeuge	Anschlag	Schädel	Lidschlag	0.699727754157221	0.10073988918101676	
Würger	Rohrstock	Pulsader	Messer	0.6996947851203391	0.1415306787396611	
Schmierfink	Anschlag	Nasenbluten	Aufhängen	0.6996476787905044	0.12538465927651457	
Aufzug	Taktstock	Brust	Daumen	0.699441270884997	0.11779926818391055	
Bauchredner	Schlagstock	Nasenflügel	Fußknöchel	0.699102830139597	0.14350944856824704	
Entertainer	Klatschen	Sonnenschein	Montieren	0.6990724905208253	0.13952989382118178	
Wärter	Fußtritt	Zwinger	Widerhaken	0.6987937721493895	0.13852748344401614	
Gitarrist	Hämmern	Hautarzt	Stichsäge	0.6985023585707276	0.2580484495210706	
Plagiator	Fußtritt	Klitoris	Karabiner	0.6984581903661654	0.12198346028110145	
Beitrag	Tanz	Profil	Möbel	0.6982329755961959	0.1452385001121553	
Gezwitscher	Schlagwerk	Birkenstock	Stichsäge	0.6982280235295986	0.12265419981655645	
Papagei	Tanz	Nilpferd	Ball	0.6981952963679218	0.12646967530373257	
Ohrenzeuge	Rohrstock	Brandmauer	Lidschlag	0.6981927781413372	0.15357138265980447	
Jingle	Streicheln	Talisman	Knobeln	0.6980015182408822	0.0751455154805345	
Funktionär	Klaviatur	Altarbild	Werkstück	0.6975500164155193	0.07855761835612454	
Zeichentrick	Vibrieren	Himmelszelt	Liegestütze	0.6974538303780055	0.11809187323678356	
Musikbox	Rohrstock	Halstuch	Zaumzeug	0.6973433429169772	0.1505560385773144	
Schreihals	Schlagstock	Glimmstengel	Beschlag	0.6973235857083727	0.0635609878356183	
Aufzug	Fußtritt	Graben	Daumen	0.6972394320628275	0.11462831270172569	
Tölpel	Hämmern	Eckzahn	Abrollen	0.69720296085749	0.16949875940913345	
Aufzug	Fußtritt	Spalt	Zange	0.6971179140483749	0.14425040506003234	
Autofahrer	Tanz	Spiegel	Ball	0.6971148948666216	0.08931128815252423	
Tohuwabohu	Anschlag	Sturmtruppe	Widerhaken	0.6967274696988704	0.14953981033486524	
Vogel	Motorsäge	Nachthemd	Kettchen	0.6965888155460447	0.10622821529282767	
Vogel	Taktstock	Schriftzug	Bleistift	0.696448470874805	0.20449252496922743	
Vorfall	Hämmern	Buckel	Widerhaken	0.6964118509413936	0.11687199666500477	
Amokläufer	Rohrstock	Unterleib	Ellbogen	0.6962149487943643	0.12511640688552844	
Anführer	Schlag	Geißel	Säbel	0.6961442465262838	0.10884103095361164	
Clown	Rohrstock	Barett	Fußknöchel	0.6961141503003638	0.10640091199209707	
Clown	Schlagstock	Erdkugel	Strickjacke	0.6960139723776387	0.1390281947675314	
Zwischenfall	Hämmern	Sonnenbrand	Aufhängen	0.6958625129223565	0.14557521969713474	
Brecher	Anschlag	Hämatom	Bolzen	0.6958205616036132	0.12086730311258098	
Bauchredner	Motorsäge	Felsblock	Fußknöchel	0.6956880855755729	0.1707169939773443	
Jingle	Klatschen	Unze	Knobeln	0.6956603133488999	0.10104986879885927	
Kanzlerin	Nachschlag	Wannenbad	Steigeisen	0.6956337563328114	0.05378699667924162	
Beitrag	Klatschen	Köpfchen	Knobeln	0.6953647745475933	0.06590715241746024	
Jingle	Nachschlag	Neon	Kicks	0.6951465405212948	0.13149756967528242	
Tohuwabohu	Nachschlag	Sturmtruppe	Widerhaken	0.6949892830780383	0.1919853995092189	
Saal	Tanz	Porträt	Kleidung	0.6949626149587304	0.12161153125209362	
Protestler	Vibrieren	Schattenriß	Verrutschen	0.6949549822622646	0.13592252697818175	
Ventil	Vibrieren	Graben	Riemen	0.6946792209403777	0.14552121364122517	
Protestler	Klöppel	Brustwarze	Bolzen	0.6946262915956968	0.08022676526659796	
Plagiator	Klöppel	Bluter	Stichsäge	0.6945400891924548	0.13181427731092055	
Sandmännchen	Streicheln	Rennpferd	Einrad	0.6945051288965738	0.14785494199591115	
Schrei	Klatschen	Totenkopf	Haken	0.6944731627250106	0.12901484286917816	
Sirene	Nachschlag	Luftblase	Widerhaken	0.6944710451714339	0.09680717615608041	
Musikbox	Rohrstock	Fußspur	Zaumzeug	0.6942907620305449	0.20083773658668574	
Vogel	Rohrstock	Mütze	Rucksack	0.6940882536739109	0.17583804697675456	
Liederhalle	Schlagwerk	Starterin	Montieren	0.6940360016299062	0.17465080757758708	
Würger	Motorsäge	Pulsader	Lidschlag	0.6939734643388596	0.10199325976490076	
Clown	Motorsäge	Kragen	Ballen	0.6939389271864295	0.1963777718832171	
Zeichentrick	Streicheln	Sonnenbank	Liegestütze	0.6938367854678661	0.116192054672446	
Clown	Schlagstock	Beiboot	Fußknöchel	0.6936372717442008	0.09099082097447658	
Clown	Rohrstock	Skelett	Säbel	0.693521580360866	0.11856465884922827	
Schreihals	Hämmern	Umzäunung	Abrollen	0.6934771556007036	0.09544443543375201	
Clown	Rohrstock	Palisade	Fußgelenk	0.6934292446480234	0.16913131088159947	
