Words	Pseudowords	n_Syllables	Bewertung	Included	Include? 	Pilot	Sound	Action	Hand Act	Hand is dominant	Geraeusch	Geraeusch_SD	Handlung	Handlung_SD	Visuell	Visuell_SD	Vertrautheit	Vertrautheit_SD	Letters	Lemma_freq	Neighbors	Bigram_freq	Trigram_freq	Natural	Living	Animate	CongResp_S_Prop	CongResp_S_Prop (philosopher exluded)	RT_S_Mean	CongResp_A_Prop	CongResp_A_Prop (philosopher exluded)	RT_A_Mean	LDT_CorrResp_Prop	LDT_RT_Mean	CorrResp_Prop_PW	RT_Mean_PW		First_Miniblock_OddSubs	First_Miniblock_EvenSubs	Rating_Study	Unbekannt_GE	Unbekannt_HA	Unbekannt_VI	Pros	Cons			Phil Comments	Comments Phil	Comments Marie	Comments Gesa						Foot Act	Mouth Act			Category 	AF	Act	Kiefer		Kategorie 		Syllables_raw		Vertrautheit (ORIGINAL)	Geraeusch_SE	Handlung_SE	Visuell_SE	Vertrautheit_SE		RT_S_Sum	CongResp_S_Sum	NonNaNTrials_S	RT_A_Sum	CongResp_A_Sum	NonNaNTrials_A	RT_Sum_W	CorrResp_Sum_W	NonNaNTrials_W	RT_Sum_PW	CorrResp_Sum_PW	NonNaNTrials_PW			
Zange	Nanke	2	1	1		1	0	1	1	1	1,06		5,00		4,19		5,83	0,48	5	3,65	16,27	283151,32	162872,83	0	0	0	0,92	0,91	970,50	1,00	1,00	749,25	1,00	602,33	1,00	752,92		S	A	NachR_VE				very low AF																	o	m		1				schreib-ma-schi-ne		3,06						11646	11	12	8991	12	12	7228	12	12	9035	12	12			
Peitsche	Nautsche	2	1	1		1	1	1	1	1	4,44		4,31		3,88		4,90	1,41	8	5,54	5,57	485878,63	239442,87	0	0	0	0,83	0,82	832,75	0,92	0,91	947,50	1,00	708,75	1,00	867,42		A	S																						o	0	0	1				dach		4,73						9993	10	12	11370	11	12	8505	12	12	10409	12	12			
Henne	Nenze	2	1	1		1	1	0			4,28	0,96	2,00	1,24	4,22	1,66	5,44	1,10	5	2,87	22,26	384208,85	166204,42	1	1	1	0,67	0,64	875,83	0,92	0,91	930,50	1,00	655,58	1,00	704,08		A	S					very high AF																	o	0	0	1				por-trait		4,20	0,38	0,27	0,32	0,14		10510	8	12	11166	11	12	7867	12	12	8449	12	12			
Zigarette	Nidolette	4	1	1		1	0	1	1	1	1,74	0,86	5,57	0,66	4,52	1,47	5,67	0,97	9	30,56	5,14	334419,85	174686,10	0	0	0	1,00	1,00	851,08	1,00	1,00	872,58	1,00	590,92	1,00	823,08		A	S	3	0,00	0,00	0,00																		f	0,5	1	0						6,00						10213	12	12	10471	12	12	7091	12	12	9877	12	12			
Raupe	Niepe	2	1	1		1	0	0			1,40		1,60		4,60		5,92	0,28	5	5,13	10,27	178274,88	143287,20	1	1	1	1,00	1,00	843,50	0,92	1,00	870,75	1,00	613,42	1,00	701,75		A	S	NachR_VE				very low AF																						Tier				5,10	0,24	0,13	0,30	0,32		10122	12	12	10449	11	12	7361	12	12	8421	12	12			
Kamm	Niff	1	1	1		1	0	1	1	1	1,27		5,13		3,80		5,96	0,20	4	6,13	20,55	67065,90	50284,09	0	0	0	1,00	1,00	799,00	0,92	0,91	904,42	1,00	627,00	1,00	708,58		S	A	NachR_VE				very low AF														1			f	n		1				ha-sel-nuss		4,13						9588	12	12	10853	11	12	7524	12	12	8503	12	12			
Löffel	Noffel	2	1	1		1	0	1	1	1	1,06		5,50		4,31		6,00	0,00	6	11,14	2,14	67835,85	31482,62	0	0	0	0,92	0,91	771,58	0,92	0,91	872,83	1,00	635,75	1,00	748,25		A	S	NachR_VE				very low AF																	o	1	1	0				flie-ger		5,67						9259	11	12	10474	11	12	7629	12	12	8979	12	12			
Posaune	Nogaufe	3	1	1		1	1	1		0,8	5,56		4,19		3,94		5,10	1,48	7	2,49	2,57	293926,84	156696,83	0	0	0	1,00	1,00	705,08	1,00	1,00	802,50	1,00	608,75	1,00	749,58		S	A					very high AF	musical instr (only appear as high AF)																o	0	0	1				lo-go		3,80						8461	12	12	9630	12	12	7305	12	12	8995	12	12			
Logo	Noso	2	1	1		1	0	0			1,00		1,40		4,20		5,88	0,61	4	1,32	14,13	19880,31	16463,12	0	0	0	1,00	1,00	780,33	0,92	0,91	1040,67	1,00	686,75	1,00	646,67		A	S	NachR_VE				very low AF																						Kleidung		bi-ki-ni		5,81	0,07	0,26	0,30	0,11		9364	12	12	12488	11	12	8241	12	12	7760	12	12			
Nachtigall	Pachtigits	3	1	1		1	1	0			5,07		1,73		4,20		4,62	1,40	10	2,93	3,42	282618,13	74393,76	1	1	1	0,83	0,82	795,67	1,00	1,00	917,83	1,00	678,33	1,00	862,25		A	S					very high AF			very long														a	0	0	1				ei-dech-se		3,33						9548	10	12	11014	12	12	8140	12	12	10347	12	12			
Palme	Parne	2	1	1		1	0	0			1,00		1,80		4,93		5,96	0,20	5	5,87	10,27	190942,47	145987,00	1	1	0	1,00	1,00	717,83	1,00	1,00	842,00	1,00	625,08	1,00	769,17		S	A	NachR_VE				very low AF	highly visual																					Kunst		re-li-ef		3,95	0,10	0,31	0,44	0,39		8614	12	12	10104	12	12	7501	12	12	9230	12	12			
Papagei	Pazagie	3	1	1		1	1	0			4,87		1,87		5,33		5,92	0,28	7	3,45	2,14	183473,49	32247,83	1	1	1	1,00	1,00	857,08	0,83	0,82	865,58	1,00	592,92	1,00	785,58		A	S	NachR_VE				very high AF														1			o	1	1	1				han-dy		5,25	0,09	0,44	0,40	0,23		10285	12	12	10387	10	12	7115	12	12	9427	12	12			
Pinzette	Pinnitte	3	1	1		1	0	1	1	1	1,25	0,58	5,13	1,36	4,56	1,79	5,63	1,02	8	0,78	1,28	344974,26	177314,22	0	0	0	1,00	1,00	761,75	0,92	0,91	947,83	1,00	635,58	1,00	865,75		S	A					very low AF													1				o	1	1	0				mo-ped		5,75	0,23	0,36	0,47	0,16		9141	12	12	11374	11	12	7627	12	12	10389	12	12			
Pinsel	Porsel	2	1	1		1	0	1	1	1	1,00		5,00		3,56		5,96	0,20	6	5,36	5,14	184959,90	36663,91	0	0	0	0,75	0,82	887,75	0,92	0,91	859,00	1,00	627,50	0,92	866,50		A	S	NachR_VE				very low AF																						Pflanze		moos		5,67	0,11	0,18	0,33	0,16		10653	9	12	10308	11	12	7530	12	12	10398	11	12			
Flinte	Prente	2	1	1		1	1	1	1	1	4,89	1,18	4,83	1,20	4,06	1,39	5,00	1,28	6	2,59	4,28	350506,50	179908,11	0	0	0	0,92	0,91	845,25	1,00	1,00	880,67	1,00	635,33	1,00	713,33		S	A																			1			m	1	1	0				flö-te		5,78						10143	11	12	10568	12	12	7624	12	12	8560	12	12			
Krücke	Prüpfe	2	2	1		1	0	1	1	1	1,96	1,07	5,17	0,94	4,43	1,43	5,38	0,92	6	2,67	4,28	176085,32	154947,39	0	0	0	0,92	0,91	1044,42	0,83	0,82	955,25	0,75	804,33	1,00	779,92		A	S	3	0,00	0,00	0,00																							Hilfsmittel		fül-ler		5,86	0,23	0,14	0,30	0,10		12533	11	12	11463	10	12	9652	9	12	9359	12	12			
Kuvert	Pujert	2	1	1	"highly similar concept to ""Umschlag"" -> choose one"	1	0	1	1	1	1,59	1,06	4,53	1,66	4,29	1,40	5,17	1,38	6	2,31	3,00	298509,24	124922,40	0	0	0	0,92	0,91	884,92	0,75	0,73	993,75	1,00	870,50	1,00	740,92		A	S																											Tier		faul-tier		5,29	0,10	0,16	0,37	0,30		10619	11	12	11925	9	12	10446	12	12	8891	12	12			
Tuba	Pusa	2	1	1		1	1	1	1	0,8	5,38		4,25		3,69		5,00	1,30	4	0,58	14,98	21635,04	15420,79	0	0	0	1,00	1,00	631,42	1,00	1,00	888,58	0,92	714,75	0,92	699,08		A	S					very high AF	musical instr (only appear as high AF)																o	1	0,8	0						5,44						7577	12	12	10663	12	12	8577	11	12	8389	11	12			
Qualle	Quanke	2	1	1		1	0	0			1,31	0,79	1,13	0,34	4,31	1,62	5,44	1,21	6	1,32	3,00	210391,23	153443,53	1	1	1	1,00	1,00	748,92	1,00	1,00	739,08	0,92	588,08	0,83	780,17		S	A					very low AF																						Kunst 		zeich-nung		5,81	0,16	0,23	0,33	0,11		8987	12	12	8869	12	12	7057	11	12	9362	10	12			
Wasserfall	Rasserfing	3	2	1		1	1	0			5,00	1,18	1,26	0,56	5,00	1,05	5,48	1,03	10	2,50	1,71	323446,57	59704,51	1	0	0	0,92	0,91	893,08	1,00	1,00	985,75	1,00	628,50	0,92	907,50		A	S					very high AF			very long	probably lexicalized compound										1			f	0	1	0				gur-ke		6,00	0,20	0,09	0,41	0,30		10717	11	12	11829	12	12	7542	12	12	10890	11	12			
Revolver	Reveswer	3	1	1		1	1	1	1	1	5,22	0,81	5,28	1,13	4,00	1,19	5,28	1,18	8	7,01	2,14	332816,65	217893,21	0	0	0	1,00	1,00	796,25	1,00	1,00	698,92	1,00	692,92	1,00	860,83		A	S					very high AF																	a	1	0	1				zie-ge		3,47						9555	12	12	8387	12	12	8315	12	12	10330	12	12			
Kuckuck	Rulucht	2	1	1		1	1	0			4,65	1,43	1,35	0,49	2,90	1,26	5,43	1,08	7	2,25	2,14	57371,37	24019,86	1	1	1	1,00	1,00	787,83	0,92	0,91	762,17	0,92	596,00	1,00	741,25		A	S	3	0,00	0,00	0,00						Nach-Rating (da seltsam hohes Act-Rating)												a	0	0	0				ma-kre-le		4,13	0,36	0,33	0,30	0,35		9454	12	12	9146	11	12	7152	11	12	8895	12	12			
Hummel	Runnel	2	1	1		1	1	0			4,60		1,53		4,60		5,92	0,28	6	2,38	9,85	92038,51	36773,15	1	1	1	0,75	0,73	766,17	1,00	1,00	904,42	1,00	576,67	1,00	799,00		S	A	NachR_VE				very high AF																	o	0	0	1				sa-tel-lit		4,81						9194	9	12	10853	12	12	6920	12	12	9588	12	12			
Buche	Ruste	2	1	1		1	0	0			1,48	0,73	1,61	0,66	3,95	1,43	5,57	0,60	5	14,40	17,55	334360,42	198109,46	1	1	0	1,00	1,00	709,17	1,00	1,00	812,58	1,00	651,42	0,83	871,50		S	A	3	0,00	0,00	0,00		"erinnert möglw. an ""Buch"", was high Act ist"																o	1	1	0				dru-cker		5,63	0,36	0,39	0,41	0,40		8510	12	12	9751	12	12	7817	12	12	10458	10	12			
Moos	Saas	1	1	1		1	0	0			1,26	0,54	1,57	0,84	4,14	1,49	5,67	0,73	4	5,52	23,12	86560,13	82294,63	1	1	0	1,00	1,00	753,08	1,00	1,00	844,00		640,92	0,92	879,42		S	A	3	0,00	0,00	0,00																		o	0,8	1	0						5,89	0,09	0,30	0,41	0,14		9037	12	12	10128	12	12	7691	0	12	10553	11	12			
Bohrer	Sährer	2	1	1		1	1	1	1	1	5,44	0,78	5,56	0,70	3,83	1,15	5,61	0,85	6	1,24	5,14	359740,26	220845,53	0	0	0	1,00	1,00	756,25	0,92	0,91	693,42	1,00	765,08	1,00	911,67		S	A					very high AF													0,5				o	1	1	0				trak-tor		5,43						9075	12	12	8321	11	12	9181	12	12	10940	12	12			
Saxophon	Sajofran	3	1	1		1	1	1	1	1	5,69		4,56		4,38		5,19	1,33	8	0,92	1,71	257689,01	238741,46	0	0	0	1,00	1,00	620,75	1,00	1,00	760,75	0,92	699,92	0,92	929,25		S	A					very high AF	musical instr (only appear as high AF)																					Transport		ruck-sack		5,90	0,15	0,20	0,27	0,07		7449	12	12	9129	12	12	8399	11	12	11151	11	12			
Rabe	Sare	2	1	1		1	1	0			4,07		1,40		4,47		5,92	0,28	4	4,31	22,69	196472,96	150953,02	1	1	1	0,75	0,73	909,50	1,00	1,00	871,33	0,92	584,42	1,00	680,42		S	A	NachR_VE				very high AF																	o	0,5	1	0						5,81						10914	9	12	10456	12	12	7013	11	12	8165	12	12			
Balken	Sarken	2	2	1		1	0	0			1,00		2,13		3,40		5,75	0,68	6	7,75	16,27	433579,29	347883,16	0	0	0	1,00	1,00	760,42	0,83	0,82	1051,58	1,00	659,08	1,00	724,83		S	A	NachR_VE				very low AF				x (kein sehr niedriges Act-Rating, aber intuitiv nicht stark mit motorischen Handlungen assoziiert)													o	1	1	0				flin-te		5,00						9125	12	12	12619	10	12	7909	12	12	8698	12	12			
Schimpanse	Scheldanse	3	1	1		1	1	0			4,13	1,41	1,75	0,68	5,00	1,03	5,50	0,89	10	4,72	0,43	417024,85	183277,75	1	1	1	0,92	0,91	942,92	1,00	1,00	867,25	1,00	649,83	1,00	823,08		A	S					very high AF			very long														p	0	0	1				kro-kus		3,67	0,33	0,37	0,46	0,19		11315	11	12	10407	12	12	7798	12	12	9877	12	12			
Schraube	Schmaure	2	1	1		1	0	1	1	1	1,63	0,96	4,88	1,15	4,13	1,67	5,75	0,58	8	4,24	3,00	410232,09	180989,58	0	0	0	0,92	0,91	902,00	0,83	0,82	923,33	1,00	660,42	1,00	855,58		S	A						not very low AF																					menschengemachtes Objekt		rin-ne		4,86	0,19	0,26	0,35	0,28		10824	11	12	11080	10	12	7925	12	12	10267	12	12			
Schlagzeug	Schwagzerl	2	3	1		1	1	1	1	1	5,94	0,24	5,44	0,78	4,39	1,65	5,61	0,92	10	2,66	1,28	245903,10	76206,52	0	0	0	1,00	1,00	757,67	1,00	1,00	757,50	1,00	602,67	0,83	856,92		S	A					very high AF	musical instr (only appear as high AF)	probably lexicalized compound															m	1	1	1				gei-ge		4,07	0,19	0,27	0,28	0,28		9092	12	12	9090	12	12	7232	12	12	10283	10	12			
Chamäleon	Slanülein	4	1	1	exotisch, aber vertraut	1	0	0			1,31	0,48	1,25	0,58	4,75	1,53	5,00	1,63	9	0,69	0,86	288829,80	213100,87	1	1	1	1,00	1,00	863,83	1,00	1,00	800,17	1,00	821,67	1,00	794,83		A	S					very low AF	highly visual																a	0	0	1				wurm		3,93	0,24	0,23	0,30	0,31		10366	12	12	9602	12	12	9860	12	12	9538	12	12			
Klarinette	Smaridifte	4	1	1		1	1	1	1	0,5	5,56	0,89	5,13	1,15	4,19	1,38	5,56	1,03	10	1,40	1,71	430851,11	204808,46	0	0	0	0,92	0,91	698,83	1,00	1,00	740,27	1,00	719,67	1,00	874,42		A	S					very high AF	musical instr (only appear as high AF)		very long														a	0,5	0	0						5,22	0,34	0,23	0,38	0,14		8386	11	12	8143	11	11	8636	12	12	10493	12	12			
Rotkehlchen	Sotfeppchen	3	2	1		1	1	0			4,36		1,36		4,60		5,75	0,68	11	0,47	0,43	603191,51	385767,32	1	1	1	0,83	0,82	964,42	1,00	1,00	855,50	1,00	766,75	0,92	1102,00		A	S	NachR_VE				very high AF	probably lexicalized compound	very long					finde ich ok															Hilfsmittel		netz		5,62	0,08	0,28	0,38	0,16		11573	10	12	10266	12	12	9201	12	12	13224	11	12			
Säule	Sotle	2	1	1		1	0	0			1,13		1,60		4,40		5,83	0,64	5	14,50	8,13	193991,80	164605,62	0	0	0	1,00	1,00	769,25	1,00	1,00	825,75	1,00	563,83	1,00	693,25		S	A	NachR_VE				very low AF																	o	1	1	0						3,13	0,43	0,39	0,49	0,24		9231	12	12	9909	12	12	6766	12	12	8319	12	12			
Triangel	Spoangeg	3	1	1		1	1	1	1	1	5,60		4,40		4,20		5,79	0,51	8	0,54	0,86	219195,70	50092,50	0	0	0	1,00	1,00	695,50	1,00	1,00	710,33	1,00	629,83	1,00	863,00		A	S	NachR_VE				very high AF	musical instr (only appear as high AF)																o	1	0	1				si-re-ne		5,48	0,08	0,28	0,23	0,20		8346	12	12	8524	12	12	7558	12	12	10356	12	12			
Schaf	Spraf	1	2	1		1	1	0			4,67		2,33		4,87		5,96	0,20	5	10,38	13,70	198223,21	58366,16	1	1	1	0,92	0,91	900,42	0,75	0,82	841,42	1,00	603,92	1,00	776,92		S	A	NachR_VE				very high AF	not very low Act			x													mo	y		1				piep-ser		2,93						10805	11	12	10097	9	12	7247	12	12	9323	12	12			
Scheck	Sprend	1	1	1		1	0	1	1	1	1,06	0,24	5,11	1,02	3,50	1,65	5,00	1,50	6	5,02	10,27	228613,66	78001,12	0	0	0	1,00	1,00	847,08	0,83	0,91	987,00	0,92	740,58	0,92	784,92		S	A					very low AF													0,5				o	1	1	0						5,67	0,09	0,20	0,44	0,06		10165	12	12	11844	10	12	8887	11	12	9419	11	12			
Spritze	Sprenze	2	1	1		1	0	1	1	1	1,33	0,49	5,44	0,78	4,67	1,53	5,61	0,92	7	4,32	4,28	237886,49	167758,90	0	0	0	1,00	1,00	940,75	1,00	1,00	811,42	1,00	632,17	0,92	842,00		S	A					very low AF	highly visual																p	0	0,2	0				nar-zis-se		5,39						11289	12	12	9737	12	12	7586	12	12	10104	11	12			
Schal	Sprig	1	1	1		1	0	1	1	1	1,17	0,58	4,70	1,15	4,33	1,53	5,95	0,22	5	3,55	17,12	221808,41	63094,77	0	0	0	1,00	1,00	794,58	0,83	0,82	956,83	1,00	651,00	1,00	726,75		A	S	3	0,00	0,00	0,00																		o	0	1	0				scheck		5,00	0,09	0,31	0,33	0,00		9535	12	12	11482	10	12	7812	12	12	8721	12	12			
Fluss	Strub	1	1	1		1	1	0			4,00	1,14	2,06	0,80	4,33	1,50	5,89	0,47	5	37,56	4,71	113581,57	80248,38	1	0	0	0,75	0,73	853,83	0,75	0,73	859,58	1,00	589,33	0,83	839,67		S	A					very high AF																						menschengemachtes Objekt		fly-er		5,62	0,20	0,24	0,36	0,19		10246	9	12	10315	9	12	7072	12	12	10076	10	12			
Auto	Suta	2	1	1		1	1	1	1	0,5	5,31	1,14	5,81	0,40	4,94	1,18	5,81	0,54	4	51,85	13,27	46451,85	32937,18	0	0	0	0,92	0,91	841,00	0,92	0,91	851,00	1,00	558,67	0,92	730,25		S	A					very high AF																						Natur 		dreck		5,62	0,14	0,25	0,39	0,16		10092	11	12	10212	11	12	6704	12	12	8763	11	12			
Kanone	Tamofe	3	1	1		1	1	1	1	1	5,50	0,79	4,61	1,33	4,22	1,44	5,33	1,19	6	8,40	6,42	265770,83	162179,83	0	0	0	1,00	1,00	796,25	0,83	0,91	897,75	1,00	630,67	1,00	700,25		S	A					very high AF																	o	0	1	0				man-tel		5,72						9555	12	12	10773	10	12	7568	12	12	8403	12	12			
Rakete	Tifete	3	1	1		1	1	1	1	1	5,31	1,14	4,31	1,74	4,25	1,29	5,44	1,09	6	12,48	3,00	254957,00	168757,78	0	0	0	1,00	1,00	751,33	0,92	0,91	895,67	1,00	614,42	1,00	816,33		A	S					very high AF																										4,38	0,22	0,16	0,37	0,33		9016	12	12	10748	11	12	7373	12	12	9796	12	12			
Keyboard	Toadaubs	2	1	1		1	1	1	1	1	5,27		4,33		3,80		5,63	0,92	8	0,46	1,28	89819,45	56202,91	0	0	0	0,92	0,91	815,08	1,00	1,00	835,92	1,00	634,50	1,00	916,75		A	S	NachR_VE				very high AF	musical instr (only appear as high AF)																o	0,5	1	0						5,67	0,26	0,27	0,36	0,36		9781	11	12	10031	12	12	7614	12	12	11001	12	12			
Moped	Topeh	2	1	1	"verschiedene Liste als ""Mofa"""	1	1	1	1	0,8	5,38	0,89	5,44	0,81	4,81	1,22	5,75	0,77	5	0,64	1,28	71484,35	55515,62	0	0	0	1,00	1,00	733,17	0,92	1,00	852,58	0,92	647,83	1,00	797,08		A	S					very high AF																						Nahrungsmittel				5,57	0,18	0,30	0,33	0,18		8798	12	12	10231	11	12	7774	11	12	9565	12	12			
Höhle	Tühle	2	2	1		1	0	0			1,65	0,71	2,17	1,34	4,24	1,48	5,67	0,73	5	12,97	8,56	183347,34	149830,44	1	0	0	1,00	1,00	787,50	1,00	1,00	1074,58	1,00	620,58	0,92	726,42		A	S	3	0,00	0,00	0,00		nicht sehr low Act																o	0,8	1	0						5,76	0,29	0,08	0,15	0,17		9450	12	12	12895	12	12	7447	12	12	8717	11	12			
Eule	Ulge	2	1	1		1	1	0			4,27		1,40		4,33		5,92	0,28	4	3,32	14,98	180066,50	152494,62	1	1	1	0,73	0,70	796,91	0,83	0,82	741,58	1,00	596,00	0,92	847,67		S	A	NachR_VE				very high AF																	a	1	0	0				af-fe		5,72						8766	8	11	8899	10	12	7152	12	12	10172	11	12			
Akkordeon	Urwardein	4	1	1		1	1	1	1	1	5,50		4,38		4,44		5,10	1,37	9	0,64	1,71	380732,22	240358,22	0	0	0	1,00	1,00	712,58	1,00	1,00	743,42	1,00	687,17	0,92	918,00		A	S					very high AF	musical instr (only appear as high AF)																a	0	0	0				barsch		4,00	0,30	0,28	0,29	0,14		8551	12	12	8921	12	12	8246	12	12	11016	11	12			
Lupe	Urze	2	1	1		1	0	1	1	1	1,00		4,56		3,88		5,92	0,28	4	2,40	15,41	146785,06	141298,00	0	0	0	0,92	0,91	764,42	0,83	0,82	866,42	1,00	600,92	0,83	824,83		A	S	NachR_VE				very low AF																	o	0	0	1				skulp-tur		3,47						9173	11	12	10397	10	12	7211	12	12	9898	10	12			
Ukulele	Uturese	4	1	1		1	1	1	1	1	5,50	1,03	5,25	1,13	4,06	1,81	5,31	1,08	7	0,05	0,00	231168,07	146201,83	0	0	0	1,00	1,00	763,33	0,92	0,91	749,08	0,83	743,17	1,00	889,25		A	S					very high AF	musical instr (only appear as high AF)																					Kleidung		an-zug		5,81	0,13	0,27	0,23	0,09		9160	12	12	8989	11	12	8918	10	12	10671	12	12			
Böller	Wäller	2	1	1		1	1	1	1	1	5,72	0,67	4,78	1,48	3,06	1,92	5,56	1,04	6	0,43	10,70	347302,57	222736,89	0	0	0	1,00	1,00	743,00	1,00	1,00	843,33	0,92	721,75	1,00	760,75		A	S					very high AF																	o	0	1	0				kle-ber		5,72	0,27	0,46	0,37	0,42		8916	12	12	10120	12	12	8661	11	12	9129	12	12			
Serviette	Werkiette	4	1	1		1	0	1	1	1	1,33	0,59	5,00	1,14	3,50	1,98	5,83	0,51	9	4,84	2,14	519759,56	196098,33	0	0	0	1,00	1,00	718,92	0,83	0,82	970,67	1,00	647,42	1,00	862,17		S	A					very low AF																	o	0,2	1	0						5,81						8627	12	12	11648	10	12	7769	12	12	10346	12	12			
Mixer	Wiver	2	1	1		1	1	1	1	1	5,48	0,98	5,16	1,12	4,00	1,33	5,71	0,64	5	0,49	5,57	296065,73	209788,37	0	0	0	1,00	1,00	789,17	1,00	1,00	746,50	1,00	610,50	1,00	792,00		A	S					very high AF																	a	0,5	0	0						2,89	0,14	0,37	0,40	0,00		9470	12	12	8958	12	12	7326	12	12	9504	12	12			
Rassel	Wossel	2	1	1		1	1	1	1	1	5,50	1,03	4,94	1,24	3,13	1,71	5,56	0,89	6	1,28	11,99	122404,49	43586,97	0	0	0	0,92	0,91	779,33	0,92	0,91	824,00	0,92	639,75	0,92	662,17		A	S					very high AF	musical instr (only appear as high AF)																a	1	0	1				mö-we		3,60	0,22	0,20	0,31	0,19		9352	11	12	9888	11	12	7677	11	12	7946	11	12			
Oktopus	Wuroput	3	1	1		1	0	0			1,22	0,42	1,48	0,95	5,05	1,07	4,95	1,40	7	0,13	0,86	100522,68	75196,74	1	1	1	1,00	1,00	891,25	1,00	1,00	805,08	1,00	649,08	1,00	724,83		A	S	3	0,00	0,00	0,00							"""Tintenfisch"" allerdings auch schon in unserer Liste"											a	0	0	1				kä-fer		4,27	0,25	0,23	0,31	0,13		10695	12	12	9661	12	12	7789	12	12	8698	12	12			
Pavian	Zapion	3	1	1		1	1	0			4,06	1,24	1,50	0,63	5,06	1,06	5,19	1,17	6	0,82	3,85	256969,21	215604,79	1	1	1	0,83	0,82	966,50	1,00	1,00	827,00	0,92	745,25	1,00	776,17		A	S					very high AF																	a	0	0,2	0						5,75						11598	10	12	9924	12	12	8943	11	12	9314	12	12			
Nelke	Zilke	2	1	1		1	0	0			1,00	0,00	1,91	0,79	4,33	1,35	5,19	0,93	5	2,61	7,71	182039,59	141120,90	1	1	0	1,00	1,00	736,00	1,00	1,00	915,50	1,00	670,75	1,00	727,50		A	S	3	0,00	0,00	0,00																		o	0	1	1				mes-ser		4,88						8832	12	12	10986	12	12	8049	12	12	8730	12	12			
Piranha	Ziransi	3	1	1	exotisch, aber vertraut	1	0	0			1,38	1,02	1,19	0,54	3,88	1,86	5,25	1,29	7	0,19	1,28	115322,36	21896,68	1	1	1	1,00	1,00	864,58	1,00	1,00	879,67	1,00	980,50	1,00	775,42		S	A					very low AF	relatively infrequent																n	0	1	1				pfad		4,07	0,15	0,25	0,36	0,42		10375	12	12	10556	12	12	11766	12	12	9305	12	12			
Dachs	Zochs	1	1	1	"Gesa: ""Dach"" und ""Dachs"" sollten aufgrund der Ähnlichkeit in verschiedene Listen"	1	0	0			1,74	0,92	1,22	0,52	4,38	1,66	5,38	1,20	5	2,43	12,84	232832,72	103223,41	1	1	1	0,92	0,91	816,00	1,00	1,00	814,67	1,00	590,67	1,00	684,58		A	S	3	0,00	0,00	0,00																		m	1	1	0				tam-bu-rin		4,44	0,41	0,48	0,50	0,51		9792	11	12	9776	12	12	7088	12	12	8215	12	12			
Dynamit	Zönamot	3	1	1		1	1	1	1	1	5,39	0,92	4,83	1,34	3,17	1,47	5,22	1,00	7	1,95	3,00	175077,93	128799,89	0	0	0	0,83	0,82	751,75	0,83	0,91	895,92	0,92	612,00	1,00	733,83		S	A					very high AF																						menschengemachtes Objekt				5,71	0,31	0,28	0,35	0,12		9021	10	12	10751	10	12	7344	11	12	8806	12	12			
Pistole	Zostose	3	1	1		1	1	1	1	1	5,19	0,91	5,00	1,32	4,63	1,31	5,31	1,54	7	9,63	4,28	268006,25	160533,63	0	0	0	0,83	0,82	862,67	1,00	1,00	689,83	1,00	557,17	1,00	818,92		S	A					very high AF																	o	0,2	1	0						5,19	0,38	0,29	0,33	0,33		10352	10	12	8278	12	12	6686	12	12	9827	12	12			
Pille	Zülle	2	1	1	"highly similar concept to ""Tablette"" -> choose one"	1	0	1	1	0,8	1,13	0,34	5,00	1,21	3,81	1,64	5,75	0,58	5	3,58	15,41	204325,11	159377,60	0	0	0	1,00	1,00	765,75	0,83	0,91	1000,67	1,00	696,67	0,92	798,92		S	A					very low AF																						Hilfsmittel		e-ti-kett		5,57	0,13	0,33	0,41	0,18		9189	12	12	12008	10	12	8360	12	12	9587	11	12			
Knarre	Zwarbe	2	1	1		1	1	1	1	1	4,94	1,00	5,28	0,96	4,22	1,26	5,06	1,30	6	1,19	3,00	223153,35	153458,27	0	0	0	1,00	1,00	814,08	1,00	1,00	754,00	1,00	664,75	1,00	816,17		A	S						"colloquial & similar concept as ""Pistole"" -> choose 1"													1			f	0	1	1				reis		5,07						9769	12	12	9048	12	12	7977	12	12	9794	12	12			
Pfosten	Zwasten	2	1	1		1	0	0			1,33		1,73		3,13		5,75	0,68	7	1,92	3,42	516739,64	372254,30	0	0	0	1,00	1,00	754,42	0,92	0,91	916,00	1,00	648,25	0,83	886,75		A	S	NachR_VE				very low AF																						natürliches Objekt				5,48	0,25	0,33	0,34	0,18		9053	12	12	10992	11	12	7779	12	12	10641	10	12			
Specht	Zwecht	1	1	1		1	1	0			5,00		1,53		4,47		5,88	0,34	6	2,24	3,00	279393,44	157156,90	1	1	1	0,75	0,73	800,83	0,92	0,91	828,92	1,00	677,58	0,83	801,75		A	S	NachR_VE				very high AF																	m	1	0,5	0				ge-läut		4,56						9610	9	12	9947	11	12	8131	12	12	9621	10	12			
Bach	Babt	1	3	1	inanimate	1	1	0			3,83	1,11	1,70	0,88	3,43	1,36	5,76	0,54	4	21,63	30,39	199983,05	108401,01	1	0	0	0,67	0,64	902,33	1,00	1,00	987,00	1,00	610,08	1,00	706,92		A	S	3	0,00	0,00	0,00		nicht sehr high AF	ambig mit J.S. Bach?!															m	1	1	0				fie-del		4,19	0,16	0,10	0,37	0,34		10828	8	12	11844	12	12	7321	12	12	8483	12	12			
