word	en_google_translation	predicted_concreteness	predicted_visual	predicted_haptic	predicted_gustatory	predicted_olfactory	predicted_auditory	predicted_hand	predicted_leg	predicted_head	predicted_mouth	predicted_torso	predicted_valence	predicted_arousal	predicted_dominance	en_concreteness	en_visual	en_haptic	en_gustatory	en_olfactory	en_auditory	en_hand	en_leg	en_head	en_mouth	en_torso	en_valence	en_arousal	en_dominance	
Schatz	treasure	1.521	0.548	1.392	-0.013	-0.381	-0.468	0.636	-0.36	-0.224	-0.502	-0.407	2.279558671400629	0.05392143279079851	1.579603731293205	4.32	3.45	2.9	0.8	0.65	1.5	1.7	0.45	1.85	0.35	0.25	7.65	6.3	6.04	
Zeiger	pointer	0.9	1.588	1.583	-1.34	-1.06	-0.502	2.157	0.058	0.103	-2.21	-1.044	0.45111738742487234	-0.5360493239975872	0.6041192108558608	4.11	3.411764706	1.0	0.176470588	0.117647059	0.294117647	3.157894737	0.105263158	1.842105263	0.157894737	0.368421053	4.57	3.73	6.12	
Uhr	clock	0.602	-0.441	-0.211	-0.349	-0.324	1.04	0.357	-0.622	0.651	-0.477	-0.849	1.0344731845987127	-0.32859355791322736	0.8898137523555879	5.0	4.315789474	1.473684211	0.052631579	0.105263158	2.578947368	1.529411765	0.176470588	2.941176471	0.352941176	0.117647059	5.65	3.35	5.24	
Mitternacht	midnight	-0.241	-0.661	-1.639	-0.495	-0.179	1.208	-1.428	-0.161	1.283	0.101	-0.063	0.2260054645763583	1.1472824803765473	-0.7089955481601349	3.14	3.210526316	0.0	0.0	0.263157895	0.789473684	0.25	0.15	2.45	0.4	0.1	6.18	4.05	6.26	
Zeile	line	0.603	0.069	-1.413	-1.134	-1.372	0.964	-0.848	-0.706	-0.239	0.372	-1.208	0.04340398395389642	-1.8267396349722815	0.8645868775816112	4.5	4.444444444	1.222222222	0.0	0.0	0.888888889	0.842105263	0.947368421	2.0	0.0	0.0	4.82	3.24	4.89	
Buch	book	1.435	0.332	1.025	-0.43	0.036	-0.366	0.524	-0.932	0.84	-0.303	-0.682	1.0969799126627087	-0.4136413639050823	0.7125477977896532	4.9	4.5	2.9	0.05	0.6	1.15	3.136363636	0.5	4.090909091	0.954545455	0.545454545	7.05	3.13	6.41	
Zeit	time	-0.384	-0.574	0.208	-0.576	-0.389	-0.354	0.051	1.249	0.838	-0.835	1.356	1.8362787166267178	-0.6938434952299861	1.573770809336506	3.07	2.0	0.055555556	0.0	0.0	0.833333333	1.285714286	0.80952381	2.857142857	1.095238095	0.80952381	5.6	3.41	4.36	
Feierabend	quitting time	0.634	0.89	-0.633	0.29	-0.025	1.027	1.389	1.412	1.096	0.855	1.257	0.873306350206208	-0.1383863969937402	1.337437363867147	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Gummi	rubber	2.751	0.512	4.605	1.36	2.006	-1.588	2.378	0.245	-2.644	-0.695	0.315	0.36979176287891763	-0.46564654128393695	0.44718419050160463	4.86	4.0	4.052631579	0.368421053	2.684210526	0.578947368	3.0	1.210526316	1.368421053	0.315789474	0.578947368	4.37	4.14	5.38	
Entscheidung	decision	-0.559	-1.042	-0.109	0.375	0.184	1.315	-0.761	0.167	1.516	1.281	-0.107	0.45498970420982077	0.21706847562299084	0.5044252055635848	2.19	2.238095238	0.333333333	0.0	0.142857143	2.714285714	0.5	0.3	4.05	2.0	0.7	5.5	3.43	6.89	
Handeln	act	-1.215	-0.329	-0.278	-0.203	-0.455	1.181	1.439	0.979	1.837	0.868	0.582	0.831264694059204	1.0017440525060215	1.188477965208364	2.46	3.19047619	0.571428571	0.238095238	0.238095238	2.571428571	2.85	2.55	3.15	2.8	2.4	5.64	4.19	6.11	
Mann	man	1.441	0.897	0.724	-0.485	0.024	0.02	0.157	1.031	0.781	-0.332	1.495	0.7479948538531568	0.2916549253386343	0.5628301144975889	4.79	4.058823529	2.823529412	1.352941176	2.235294118	3.647058824	2.058823529	1.176470588	3.352941176	1.411764706	1.882352941	5.42	4.36	5.44	
Einladung	invitation	0.205	-0.021	0.109	0.601	0.499	0.888	0.471	0.31	0.892	1.503	-0.376	1.741549629630184	0.1872202286214475	1.552121892432045	3.65	3.0625	0.6875	0.0625	0.0	2.1875	2.105263158	0.315789474	2.0	2.210526316	0.631578947	7.05	4.94	6.43	
Reaktion	reaction	-0.318	-0.782	-0.917	-0.163	0.628	1.037	0.146	0.441	0.71	1.074	-0.125	-0.311963346610265	1.3419576570436338	-0.18600781564070448	2.41	4.0	1.4375	0.6875	0.625	3.0625	2.666666667	2.055555556	3.166666667	3.0	2.166666667	4.68	3.95	6.3	
Ewigkeit	eternity	-1.011	-1.438	-1.076	-0.347	-0.568	-1.284	-2.116	-0.307	0.155	-1.089	-0.137	1.4489996170327735	-0.6510692522803606	0.8568888912119424	1.46	0.684210526	0.157894737	0.105263158	0.105263158	0.894736842	0.684210526	0.842105263	3.105263158	1.052631579	0.842105263	6.05	3.77	4.37	
Sterben	die	-0.472	-1.318	-0.483	0.174	0.87	0.353	-0.099	0.44	0.815	1.215	2.14	-0.7890902114781073	2.1812666156970506	-1.211031811827468	3.07	2.5625	0.6875	0.0625	0.625	1.25	2.476190476	2.238095238	2.761904762	2.476190476	2.571428571	1.67	6.9	3.28	
Steigung	pitch	-0.784	0.443	0.048	-0.106	-0.684	-0.777	0.943	3.157	-1.161	-0.548	1.69	-0.2863179340300427	0.36491692216569066	0.08005580243095546	4.0	1.8125	0.5	0.0	0.0625	2.4375	2.80952381	1.285714286	1.80952381	1.571428571	1.428571429	5.52	3.42	5.75	
Pedal	pedal	0.805	-2.297	1.573	-2.436	-1.636	0.971	1.476	0.785	-1.456	-1.826	-0.513	0.08480205306891991	-1.5050541176524557	0.38253434746813764	4.44	3.470588235	3.352941176	0.0	0.0	0.529411765	0.789473684	4.368421053	1.526315789	0.368421053	1.052631579	5.16	3.89	6.06	
Bedeutung	meaning	-1.173	-0.6	0.089	0.503	1.056	0.301	-0.067	-0.555	0.696	0.492	-0.584	0.8890040247248958	-0.42473113501085497	1.0975698112343528	1.85	2.647058824	0.823529412	0.705882353	0.705882353	3.470588235	0.388888889	0.055555556	3.055555556	1.777777778	0.055555556	6.45	4.05	6.53	
Gefängnis	jail	1.038	0.266	-0.038	0.128	0.077	-0.243	-0.21	-0.277	-0.397	-0.386	0.074	-2.170494959246169	0.33012669638718134	-1.8788139083989364	4.83	3.947368421	1.421052632	0.210526316	1.157894737	2.157894737	2.105263158	1.894736842	2.578947368	1.421052632	1.947368421	1.91	4.47	3.91	
Auge	eye	1.645	2.319	0.623	-0.446	-0.213	-2.495	-0.185	-0.994	2.286	-1.977	-1.318	0.0806642450634848	-0.2503844671606666	-0.19075423311563033	4.9	4.611111111	1.5	0.055555556	0.0	0.277777778	0.238095238	0.0	5.0	0.142857143	0.0	6.18	3.95	5.72	
Röhre	tube	1.394	-0.321	1.312	-0.591	-0.266	-0.03	-1.105	-1.28	-0.925	-0.842	-0.889	0.4467418753591311	-0.251153664451253	0.10662967760279413	4.82	4.409090909	2.772727273	0.090909091	0.272727273	0.181818182	2.19047619	0.380952381	1.142857143	0.952380952	0.761904762	5.53	3.14	4.68	
Zeitreise	time travel	-0.935	0.321	-0.372	-0.216	0.108	-0.15	-0.658	0.805	1.105	-0.952	-0.291	1.519397207437626	1.4989256110625029	0.22571264952114928	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Abenteuer	adventure	-0.487	0.255	-0.156	0.257	-0.246	-0.643	-0.073	0.915	0.552	-0.728	0.121	1.7612085844012688	1.5241431078547987	0.6566284989631994	2.59	2.833333333	1.0	0.333333333	0.333333333	1.666666667	2.952380952	3.142857143	3.333333333	2.333333333	2.285714286	7.4	6.36	6.36	
Augenblick	moment	-0.028	-0.24	0.135	-0.739	-0.244	-0.481	-0.032	1.647	2.061	-0.974	1.325	1.3039898701309824	0.67392531532098	0.6443280717791168	1.61	1.588235294	0.470588235	0.411764706	0.411764706	1.117647059	0.9	0.65	2.7	0.6	0.75	6.1	4.05	6.0	
Moment	moment	-0.059	-0.701	1.188	-0.809	-0.566	-0.243	0.877	1.72	0.843	-1.359	1.329	0.8159718024680981	0.5513343902558536	0.30434587584939155	1.61	1.588235294	0.470588235	0.411764706	0.411764706	1.117647059	0.9	0.65	2.7	0.6	0.75	6.1	4.05	6.0	
Zeitschrift	magazine	-0.197	0.414	0.206	-0.731	-1.139	-0.235	0.421	-0.733	0.79	-0.513	-0.415	0.6049054372873656	-0.20018823645062936	0.9299533524206788	5.0	4.277777778	2.944444444	0.0	0.444444444	0.611111111	3.277777778	0.0	3.777777778	0.055555556	0.166666667	6.24	4.2	7.05	
Umstand	fact	-0.715	-0.843	-0.734	0.653	0.633	0.212	-1.947	-0.214	1.181	0.337	0.306	0.052670383369748205	-0.5241069658639335	-0.4907261118365428	2.72	3.166666667	0.416666667	0.222222222	0.25	3.055555556	0.333333333	0.060606061	3.636363636	2.0	0.303030303	6.23	3.29	6.0	
Tür	door	1.257	1.254	0.324	-1.042	0.018	0.181	0.063	0.341	-0.601	-0.791	-0.508	0.012783217163217023	-0.6788100398500164	0.23360108773273053	4.81	4.647058824	2.764705882	0.0	0.0	1.647058824	4.157894737	1.684210526	1.894736842	0.684210526	1.052631579	5.43	3.19	6.1	
Ergebnis	result	0.513	0.398	0.642	0.384	0.668	-0.458	0.035	-0.429	0.72	-0.942	-0.975	0.9385452915609753	-0.15591422944449396	1.0748081391441597	2.85	3.3125	0.75	0.375	0.3125	1.4375	1.578947368	1.052631579	2.947368421	1.684210526	0.947368421	6.11	4.14	6.13	
Hand	hand	1.897	1.117	3.871	-1.083	-1.091	-1.362	4.526	1.12	-1.813	-1.578	1.052	1.055982282027991	-0.53523115103299	1.6400530169095722	4.72	4.25	3.65	0.15	0.3	0.65	4.421052632	0.157894737	0.947368421	0.157894737	0.210526316	5.9	3.98	5.88	
Mitte	center	0.109	0.785	0.058	-0.579	-0.587	-1.726	-0.454	-1.065	-1.188	-1.851	-0.536	0.12170102777508016	-1.1583790435531416	0.09120000464497402	3.85	3.157894737	0.842105263	0.0	0.0	0.263157895	1.0	0.842105263	1.684210526	0.263157895	0.578947368	5.56	2.62	5.72	
Brille	glasses	2.235	2.771	2.041	-0.832	-0.953	-1.733	-0.108	-0.991	1.778	-1.633	-1.005	0.6601817559118988	-0.6755308054869529	0.18722379166228298	4.9	4.55	2.45	0.05	0.05	0.2	1.15	0.05	4.15	0.35	0.05	na	na	na	
Glas	glass	1.55	1.451	2.19	2.518	1.644	-1.894	-0.102	-2.062	-0.528	-0.074	-1.687	1.5648968340470168	-1.3572574302365883	1.4478928235453952	4.82	4.210526316	3.368421053	0.210526316	0.184210526	1.210526316	2.85	0.15	2.05	0.7	0.2	5.48	3.14	5.42	
Tisch	table	2.334	2.088	3.761	1.678	1.847	-1.557	2.852	0.31	-1.024	0.036	0.126	1.215462411897549	-1.7749553524024653	1.4500975504907139	4.9	4.736842105	3.263157895	0.052631579	0.157894737	0.684210526	2.45	1.65	1.75	0.55	1.35	5.49	3.0	5.84	
Rechenschaft	accountability	-0.471	0.003	-0.147	-1.025	-1.028	0.467	0.588	-0.098	0.739	0.107	-0.681	-0.7907364342024132	0.10112606768529075	0.2637544635892439	1.55	2.2	0.65	0.4	0.45	1.95	1.105263158	0.578947368	3.263157895	1.578947368	0.789473684	4.89	3.7	6.55	
Sinn	sense	-1.091	-1.113	0.046	-0.094	-0.222	0.337	-0.141	0.157	0.662	0.135	-0.055	0.3925089123080724	-0.4387968939656961	0.7656459887415331	2.61	3.0625	2.8125	2.625	2.6875	3.3125	2.857142857	2.047619048	3.952380952	3.047619048	1.857142857	6.09	3.7	6.29	
Öl	oil	0.793	0.193	0.822	2.375	3.409	-1.564	0.354	-0.531	-1.067	0.493	-0.087	0.5837194334238162	-0.5225048836054418	0.7450097618007316	4.93	3.103448276	2.362068966	1.551724138	2.310344828	0.775862069	1.705882353	0.411764706	1.882352941	1.0	0.294117647	3.91	4.25	5.63	
Raum	space	0.638	0.789	1.016	-0.093	1.224	-0.161	0.093	1.317	0.028	-0.02	1.424	1.0137515514697917	-1.1404529609699896	0.6005068362071047	3.54	3.842105263	1.368421053	0.052631579	0.105263158	0.947368421	2.157894737	1.842105263	2.842105263	1.105263158	1.894736842	6.89	3.6	4.98	
Million	million	-0.303	0.249	-0.331	-1.177	-0.982	-0.7	-1.5	-0.758	-0.419	-1.75	-1.619	1.652428015088891	-0.045126509991817644	0.7953612404845192	2.9	3.0	0.176470588	0.0	0.0	0.470588235	0.619047619	0.19047619	2.333333333	0.428571429	0.19047619	7.55	5.38	5.82	
Zelt	tent	2.439	1.746	2.067	-0.273	0.812	-0.738	0.792	2.211	-0.25	-1.456	1.297	1.1744574112470454	-0.5557358737694557	0.6203228778826293	4.96	4.8125	3.1875	0.0	0.5625	0.625	2.263157895	1.473684211	1.684210526	0.526315789	1.421052632	6.23	3.38	5.91	
Naht	seam	0.739	0.496	2.818	-0.902	-1.153	-2.055	0.244	-0.145	-2.07	-2.268	-0.14	-0.06938546839694697	-0.5218436747369402	-0.4588562597182493	4.5	4.2	2.9	0.0	0.0	0.2	3.263157895	1.263157895	1.578947368	0.315789474	1.052631579	5.25	3.5	5.33	
Zeremonie	ceremony	0.086	0.307	0.163	0.526	0.609	1.101	0.316	0.144	0.08	1.032	1.226	0.9880493604232324	0.28142890322946185	0.8446526259883061	3.57	3.882352941	0.764705882	0.529411765	0.823529412	3.647058824	2.368421053	2.157894737	2.894736842	2.0	2.157894737	6.38	3.83	5.67	
Altar	altar	1.857	1.846	0.553	-0.717	0.552	-1.208	0.535	-0.05	-0.685	-1.882	-0.401	0.33757514551286516	-2.1392565002984854	0.31693700409037096	4.85	4.055555556	1.777777778	0.055555556	0.388888889	0.944444444	2.5625	1.375	2.4375	0.75	0.8125	5.59	4.05	5.68	
Ding	thing	0.497	-0.434	1.827	0.065	0.554	-0.443	0.407	-0.393	0.278	-0.73	-0.169	0.2403029347203709	0.05737025273429093	0.3110370908584017	3.17	3.6	2.8	2.15	2.3	2.6	1.75	1.05	2.0	0.7	0.9	5.55	3.43	5.41	
Sache	matter	-0.647	-0.099	1.231	0.752	0.66	0.517	1.759	1.248	0.653	0.879	0.107	0.6649344164616576	0.16775632047599415	1.0520301463974515	3.54	3.111111111	2.166666667	0.944444444	0.888888889	1.0	1.8	0.85	2.35	1.15	0.9	5.82	4.05	6.12	
Hütte	hut	1.658	-0.044	0.643	-0.979	0.621	-0.304	-0.245	0.218	-0.588	-1.345	-0.808	-0.23454130474330748	-1.404616201405954	-0.0650338487247876	4.65	4.0	1.588235294	0.117647059	0.352941176	0.411764706	0.888888889	0.944444444	0.944444444	0.333333333	0.833333333	5.1	2.91	5.7	
Rotwein	red wine	1.347	-0.919	-0.054	5.609	4.282	-0.865	-0.352	-1.702	-0.071	3.38	-0.647	1.2464167754072968	-0.6554549862579775	1.5257694737341476	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Hose	trousers	2.79	2.424	3.273	-0.68	-0.351	-2.241	1.275	1.209	-1.464	-1.682	1.356	0.43825874201642395	-1.2446882966161263	0.3525616799680096	4.93	4.0	3.294117647	0.0	0.058823529	0.235294118	1.2	4.35	1.55	0.1	0.45	5.15	2.89	5.91	
Hemd	shirt	3.407	2.701	2.956	-0.95	-0.373	-2.717	1.131	0.532	-0.863	-2.008	1.466	0.25132184665518226	-2.2377490964890834	0.25061634600479943	4.94	4.8	4.2	0.4	0.8	0.333333333	2.619047619	0.142857143	1.19047619	0.142857143	3.333333333	5.56	2.3	5.67	
Haar	hair	1.949	1.868	2.842	-0.45	0.887	-2.257	0.11	-0.809	0.453	-1.234	0.179	0.4486541568075349	-0.49396083865847135	0.16276425260112448	4.97	4.388888889	3.777777778	0.222222222	1.944444444	0.5	2.19047619	0.904761905	4.047619048	0.523809524	1.047619048	6.18	3.71	6.69	
Mal	just	-0.466	0.044	0.189	-0.297	-0.411	-0.113	0.596	1.179	0.378	-0.202	0.6	1.0527064336169065	-0.18916077724436278	1.1322394882506701	1.52	2.05	0.15	0.0	0.0	1.65	0.947368421	0.631578947	2.578947368	2.157894737	0.578947368	na	na	na	
Ziffer	digit	0.83	0.518	-1.1	-0.626	-0.81	0.846	-0.094	-0.821	-0.175	0.263	-1.777	-0.7159109362581341	-0.9424308363083616	-0.2398064596540833	4.52	3.722222222	1.777777778	0.166666667	0.055555556	1.0	2.380952381	1.095238095	2.0	0.476190476	0.238095238	4.84	3.05	4.35	
Zigarette	cigarette	2.692	0.866	2.256	2.082	3.656	-0.704	1.211	-0.882	0.611	0.976	0.574	0.067104817514229	0.02481526627916871	0.05532925508116527	4.88	3.842105263	2.473684211	3.684210526	4.421052632	0.789473684	1.95	0.2	2.45	3.2	1.65	3.0	4.0	5.05	
Mundwinkel	corner of mouth	2.366	0.619	2.478	0.256	0.179	-1.3	0.011	-0.628	-0.43	0.337	0.46	-0.9603634080160598	0.22422068164077755	-0.8846705421961545	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Dämon	demon	0.778	-0.011	-0.277	-0.745	-0.189	0.68	-1.498	-1.022	0.18	-0.166	-0.333	-1.0994152949080545	2.5217415375815437	-2.0359159450280924	3.32	2.625	0.8125	0.1875	0.3125	1.375	0.6	0.55	1.75	0.85	0.6	3.0	5.34	3.4	
Zivilisation	civilization	-1.248	-0.106	-0.618	-0.144	0.286	-0.727	-1.397	0.201	0.577	-0.903	-0.021	0.08236953666235282	0.38813460639609576	-0.6598466734179076	3.32	3.105263158	0.421052632	0.052631579	0.105263158	2.263157895	1.277777778	1.277777778	2.833333333	1.444444444	1.111111111	6.2	3.7	6.0	
Menschheit	humanity	-0.844	-0.337	-0.931	-0.364	-0.076	0.057	-1.062	-0.777	1.066	-0.434	-0.619	0.6887791494720676	0.8200899372526965	0.28594485509653195	2.36	3.352941176	1.0	0.294117647	0.294117647	1.941176471	1.857142857	1.571428571	3.619047619	2.238095238	1.571428571	6.78	4.35	5.95	
Schulter	shoulder	2.314	1.681	3.58	-0.643	-1.834	-2.022	2.512	1.424	-1.757	-1.606	1.949	0.03617343791381255	-0.6790060765789077	0.25888820731769807	4.93	4.052631579	3.315789474	0.052631579	0.052631579	0.105263158	2.952380952	0.285714286	1.333333333	0.285714286	2.80952381	5.1	2.96	4.81	
Zubereitung	preparation	1.41	0.341	2.587	7.303	6.023	-1.555	2.418	-0.78	-1.001	4.083	1.026	1.4333406073195185	-1.0780222934260815	1.659087554999775	2.18	2.526315789	0.842105263	0.105263158	0.210526316	1.052631579	2.684210526	1.368421053	3.315789474	1.947368421	1.157894737	5.62	3.77	6.57	
Welpe	puppy	0.21	-0.542	0.01	-0.029	0.521	1.218	-0.917	-0.504	-0.604	0.481	0.388	-0.15646926190626442	0.37978613160065	-0.6438510555094352	4.78	4.55	3.95	0.2	2.35	3.4	3.9	1.8	3.35	1.05	1.85	7.85	5.84	6.24	
Ruhe	quiet	-1.207	-0.866	0.262	-0.983	-0.669	-0.028	1.411	2.937	0.816	0.169	2.908	1.9318579462369532	-0.8588996010832336	2.544388344336721	2.76	1.142857143	0.142857143	0.0	0.0	4.285714286	0.380952381	0.238095238	2.523809524	2.0	0.238095238	6.47	1.95	5.8	
Zufahrt	access	0.141	0.902	-0.405	-0.981	-0.299	-0.388	-0.136	1.808	-1.065	-1.304	0.162	-0.15671290567671292	-0.7424906511638898	0.18142280799601954	2.71	2.35	1.25	0.45	0.35	1.1	2.473684211	1.684210526	2.789473684	1.421052632	1.052631579	6.68	5.3	6.89	
Strecke	route	0.251	0.087	-0.281	-0.476	-0.519	-0.318	-0.101	2.564	-0.764	-0.252	0.909	0.030071936480728107	0.031004586593541602	-0.025569307089507075	3.88	3.947368421	0.210526316	0.105263158	0.210526316	1.105263158	1.05	2.8	2.95	0.85	0.95	5.86	3.83	5.23	
Meter	meter	0.66	-0.092	-0.002	-0.559	-0.495	0.084	-0.802	0.526	-0.145	-0.787	-0.293	0.04929137607595936	-0.7511711971354916	0.5495596916971771	4.7	3.1	0.8	0.05	0.1	0.4	2.166666667	1.555555556	1.888888889	0.555555556	0.555555556	5.53	3.25	5.25	
Garage	garage	1.574	1.056	0.787	-0.255	1.891	0.153	0.178	1.9	-0.115	-1.541	0.725	-0.09252047248982719	0.09867274253464628	-0.20286333478353577	4.96	3.722222222	1.277777778	0.0	0.611111111	1.166666667	1.666666667	1.944444444	2.722222222	0.055555556	1.277777778	5.5	4.1	6.11	
Letzte	last	-1.676	-1.607	-2.077	-1.216	-0.403	-0.386	-2.471	-0.723	-0.006	-0.834	-0.82	-0.43382540826045557	-0.3521485704061055	-0.47876892347382227	3.04	3.315789474	0.526315789	0.105263158	0.105263158	1.473684211	0.736842105	0.789473684	1.631578947	0.894736842	0.789473684	na	na	na	
Zufriedenheit	satisfaction	-2.507	-1.4	-0.67	0.285	-0.398	0.29	-0.711	-0.118	1.924	1.653	0.625	2.2114322017617196	-0.17903241554750335	2.7934070670368647	1.9	2.294117647	0.705882353	0.529411765	0.411764706	1.176470588	1.222222222	1.111111111	3.0	1.777777778	1.666666667	7.18	3.18	6.44	
Wärme	warmth	-0.401	-1.023	1.772	0.441	1.835	-0.356	0.952	0.976	-0.402	0.8	2.676	1.7739489464237397	0.8722183225653615	1.6973806256745998	3.39	0.947368421	3.736842105	0.578947368	0.105263158	0.052631579	2.85	2.15	2.7	2.2	2.8	7.53	4.33	6.32	
Zugvogel	migratory bird	0.945	-0.199	-0.154	-1.405	-1.335	0.828	-0.576	0.473	-0.954	-1.207	0.063	0.5857969233795713	-0.6821277512104273	-0.2324456702680865	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Jahr	year	-0.455	-1.008	-0.881	-0.351	0.679	0.272	-1.208	0.787	0.907	-0.072	0.023	1.5901855515198393	-0.019257321242508025	1.2655967314691414	3.25	1.055555556	0.0	0.0	0.166666667	0.5	0.947368421	0.947368421	2.368421053	1.157894737	0.894736842	5.75	3.33	5.81	
Zukunft	future	-1.692	-0.792	-1.454	-0.822	0.149	0.209	-1.264	0.255	1.261	-0.332	-0.458	1.7543476371522193	0.3938878665813088	1.3257348732756187	1.86	1.631578947	0.157894737	0.0	0.0	1.526315789	0.238095238	0.238095238	1.904761905	0.380952381	0.285714286	6.68	5.33	5.53	
Junge	boy	0.248	0.823	0.24	-0.154	0.287	-0.32	-0.126	0.569	0.347	-0.829	1.334	1.7858756312632473	0.43375589014654264	0.7051997443094131	4.76	4.0	1.3125	0.3125	0.5	2.4375	2.0	1.684210526	2.789473684	1.631578947	1.631578947	5.84	4.11	5.5	
Möglichkeit	possibility	-1.2	-0.911	0.059	0.212	-0.86	0.162	0.627	0.716	0.604	0.144	0.078	2.167208725124995	-0.20890589975759852	2.0763456142752554	1.33	2.0	0.117647059	0.0	0.0	1.764705882	0.526315789	0.526315789	2.684210526	1.315789474	0.526315789	6.55	4.85	5.77	
Zunge	tongue	2.34	-1.087	3.35	1.476	0.562	0.472	0.895	-1.901	-1.083	1.989	-0.588	-0.059489359928782244	0.049249249203575186	0.07280100612528527	4.93	3.363636364	2.863636364	2.363636364	0.227272727	0.318181818	0.666666667	0.222222222	0.777777778	4.944444444	0.333333333	6.29	4.25	6.32	
Hirn	brain	0.796	-1.703	0.957	1.506	0.6	-0.261	-0.34	-0.032	0.885	1.095	1.052	-0.5921599573843401	1.1278963793826766	-0.856405993545768	4.69	2.388888889	0.611111111	0.333333333	0.277777778	0.333333333	0.882352941	0.588235294	4.117647059	0.941176471	0.588235294	6.22	3.35	6.28	
Knochen	bone	1.776	0.101	3.691	0.734	0.778	-1.552	1.287	-0.062	-1.925	-0.766	0.354	-0.5293594000492567	-0.1668654578085203	-0.6079926297429789	4.9	3.555555556	2.444444444	0.388888889	0.333333333	0.277777778	3.380952381	2.476190476	2.761904762	2.142857143	2.476190476	5.24	4.75	6.0	
S	s	-1.061	-1.667	-0.202	1.635	1.254	0.629	-1.09	-1.073	-0.138	1.898	-0.941	1.44204088537527	-1.2920902955076126	1.5997498881551473	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Zusammenhang	connection	-0.146	0.13	1.455	-0.345	0.425	1.613	0.22	0.462	0.824	0.642	0.744	-0.4428526899018624	1.4625500606222521	-0.4235208275229298	3.0	2.684210526	2.052631579	0.473684211	0.578947368	1.157894737	2.444444444	1.111111111	2.333333333	1.166666667	1.111111111	6.0	4.45	7.21	
Zentimeter	centimeter	0.075	0.113	1.056	-0.074	-0.732	-1.347	-0.846	-0.768	-1.118	-0.431	-0.521	0.04355483194617765	-1.163009793482698	0.1008945590668009	4.13	4.0	0.85	0.0	0.0	0.15	1.35	0.4	2.15	0.45	0.15	na	na	na	
Unterfangen	undertaking	-0.708	-0.289	0.002	-0.569	-1.324	-1.22	0.578	0.298	0.15	-1.303	-0.2	-0.863958152192205	1.0339783665829216	-0.8070429996797329	2.22	2.5	0.55	0.1	0.05	2.35	2.15	1.5	2.05	1.45	1.25	4.74	3.28	5.53	
Tod	death	-0.863	-0.653	-0.48	-0.488	0.026	-0.384	-0.234	0.352	1.054	0.145	1.771	-1.0416170609312856	1.5090390432063785	-1.2909451970321857	3.73	3.571428571	1.0	0.0	1.0	1.761904762	2.65	2.4	3.2	2.3	2.6	1.89	5.53	3.42	
Auto	automobile	2.156	2.203	1.2	-0.356	1.409	0.91	1.294	2.177	1.335	-1.006	1.294	0.4851462725583846	0.1568462479700657	0.44896858777329995	4.96	4.352941176	2.941176471	0.0	0.764705882	3.705882353	3.714285714	3.428571429	3.238095238	0.666666667	2.380952381	5.45	3.91	6.0	
Mimik	facial expressions	0.001	1.263	0.294	-0.413	-0.633	2.087	0.73	0.388	2.52	2.127	1.068	0.6423281670448427	0.8568008481212642	0.8621417118006737	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Fremde	strangers	-0.739	-0.265	-0.957	-0.715	0.272	0.035	-1.0	0.71	0.209	-0.705	-0.107	-0.050870922440862505	-0.12450765430788668	-0.7702074421707192	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Waffe	weapon	1.749	0.953	1.951	-0.333	-0.433	-0.123	2.792	-0.062	-1.13	-0.721	0.701	-0.6910210080298294	2.238659854966948	-0.2087222853037911	4.76	3.9375	3.4375	0.0	0.5	3.125	3.9	0.6	1.95	0.95	1.2	3.95	6.27	4.88	
Funk	wireless	0.222	-0.976	-0.82	-0.895	-0.115	3.421	-0.06	-0.027	0.823	0.742	-0.67	0.3806829347976867	0.6992235985307274	0.06307305408279831	3.57	2.588235294	0.647058824	0.0	0.0	0.823529412	0.736842105	0.157894737	1.631578947	0.315789474	0.157894737	6.9	4.05	6.67	
Zwei	two	-0.459	-0.64	-0.103	-0.282	-0.684	0.444	-0.239	-0.718	-0.84	-0.845	-0.998	0.9576522020142162	-0.3893011924863701	0.6933002456832684	4.18	3.764705882	2.294117647	0.823529412	0.529411765	1.882352941	1.904761905	1.571428571	1.904761905	0.714285714	0.380952381	6.3	3.33	5.05	
Atem	breath	0.79	-2.176	0.552	0.231	0.87	0.224	0.126	1.322	0.264	1.111	2.337	0.7398367287685123	1.5468863457260036	0.470550177007513	4.36	1.677670994	1.520843734	1.159697953	2.427983025	2.353095357	0.263157895	0.105263158	1.736842105	4.526315789	2.421052632	6.61	2.35	5.78	
